location	chromosome	start	end	bases	gc	mappability	blacklist	residual	use
11:123600001-123700000	11	123600001	123700000	100	38.546	88.4283	0	-0.0249145464581087	TRUE
11:123700001-123800000	11	123700001	123800000	100	37.833	86.3279	0	-0.00761699348839584	TRUE
11:123800001-123900000	11	123800001	123900000	100	37.367	87.7603	0	-0.0178431028143308	TRUE
11:123900001-124000000	11	123900001	124000000	100	37.786	93.131	0	-0.0207125115079175	TRUE
11:124000001-124100000	11	124000001	124100000	100	38.176	92.5975	0	-0.0240701177347987	TRUE
11:124100001-124200000	11	124100001	124200000	100	35.71	89.134	0	0.00176221589643433	TRUE
11:124200001-124300000	11	124200001	124300000	100	37.647	85.5894	0	-0.0212299163235043	TRUE
11:124300001-124400000	11	124300001	124400000	100	38.421	91.6788	0	0.0209380336150613	TRUE
11:124400001-124500000	11	124400001	124500000	100	39.51	90.0882	0	0.0102797406053476	TRUE
11:124500001-124600000	11	124500001	124600000	100	41.869	91.2352	0	-0.00126303153710738	TRUE
11:124600001-124700000	11	124600001	124700000	100	44.972	92.1234	0	-0.0485685158019858	TRUE
11:124700001-124800000	11	124700001	124800000	100	48.028	89.9454	0	-0.053815335158852	TRUE
11:124800001-124900000	11	124800001	124900000	100	38.39	86.6109	0	0.00598654819910471	TRUE
11:124900001-125000000	11	124900001	125000000	100	44.568	90.8547	0	-0.0160776750156854	TRUE
11:125000001-125100000	11	125000001	125100000	100	47.888	95.4941	0	0.0030866556159872	TRUE
11:125100001-125200000	11	125100001	125200000	100	48.254	96.7379	0	-0.000854835000414556	TRUE
11:125200001-125300000	11	125200001	125300000	100	49.556	96.6998	0	-0.00176888984278811	TRUE
11:125300001-125400000	11	125300001	125400000	100	44.007	86.6711	0	-0.026265676713683	TRUE
11:125400001-125500000	11	125400001	125500000	100	41.789	78.0267	0	-0.0195349650773498	TRUE
11:125500001-125600000	11	125500001	125600000	100	40.239	81.8701	0	0.022048662678301	TRUE
11:125600001-125700000	11	125600001	125700000	100	38.651	83.6113	0	0.0116545662891117	TRUE
11:125700001-125800000	11	125700001	125800000	100	42.261	80.9964	0	0.00243180169902324	TRUE
11:125800001-125900000	11	125800001	125900000	100	42.721	92.4701	0	-0.0164807139098495	TRUE
11:125900001-126000000	11	125900001	126000000	100	45.009	88.9725	0	-0.0197446662320288	TRUE
11:126000001-126100000	11	126000001	126100000	100	48.111	90.3427	0	-0.0221318072411285	TRUE
11:126100001-126200000	11	126100001	126200000	100	45.875	84.3336	0	0.00686198551186867	TRUE
11:126200001-126300000	11	126200001	126300000	100	51.521	87.8287	0	-0.0201817419193184	TRUE
11:126300001-126400000	11	126300001	126400000	100	52.33	95.1035	0	-0.0175691624800085	TRUE
11:126400001-126500000	11	126400001	126500000	100	48.922	95.8353	0	0.0219159203059761	TRUE
11:126500001-126600000	11	126500001	126600000	100	45.847	96.112	0	0.0118647480753463	TRUE
11:126600001-126700000	11	126600001	126700000	100	44.59	96.7434	0	0.0187608767237141	TRUE
11:126700001-126800000	11	126700001	126800000	100	44.136	96.7391	0	-9.15349276979227e-05	TRUE
11:126800001-126900000	11	126800001	126900000	100	43.205	97.6977	0	-0.00158316967434757	TRUE
11:126900001-127000000	11	126900001	127000000	100	42.716	94.0146	0	0.00339079091377903	TRUE
11:127000001-127100000	11	127000001	127100000	100	40.283	96.3896	0	0.0038028930725954	TRUE
11:127100001-127200000	11	127100001	127200000	100	39.564	92.794	0	-0.0093679146760669	TRUE
11:127200001-127300000	11	127200001	127300000	100	38.491	88.9984	0	0.0125413618183341	TRUE
11:127300001-127400000	11	127300001	127400000	100	39.034	94.8133	0	0.00458201614845455	TRUE
11:127400001-127500000	11	127400001	127500000	100	39.137	91.0259	0	0.0274664981400268	TRUE
11:127500001-127600000	11	127500001	127600000	100	36.75	95.6293	0	0.0212486642379568	TRUE
11:127600001-127700000	11	127600001	127700000	100	37.986	82.8551	0	0.04795531819813	TRUE
11:127700001-127800000	11	127700001	127800000	100	37.976	88.2085	0	0.0262365787291915	TRUE
11:127800001-127900000	11	127800001	127900000	100	37.611	92.3512	0	0.0385135524376991	TRUE
11:127900001-128000000	11	127900001	128000000	100	37.405	88.0096	0	0.0640023249835456	TRUE
11:128000001-128100000	11	128000001	128100000	100	39.784	87.8337	0	0.0637950681380617	TRUE
11:128100001-128200000	11	128100001	128200000	100	39.325	95.1965	0	0.0497908472177274	TRUE
11:128200001-128300000	11	128200001	128300000	100	40.253	94.5452	0	0.0412874986644317	TRUE
11:128300001-128400000	11	128300001	128400000	100	42.166	96.3141	0	0.055789031047363	TRUE
11:128400001-128500000	11	128400001	128500000	100	42.985	95.6813	0	0.0375022370037225	TRUE
11:128500001-128600000	11	128500001	128600000	100	44.115	96.44	0	-0.0029527665757148	TRUE
11:128600001-128700000	11	128600001	128700000	100	46.224	96.0842	0	0.031209068456689	TRUE
11:128700001-128800000	11	128700001	128800000	100	47.903	96.0722	0	0.0220910220882913	TRUE
11:128800001-128900000	11	128800001	128900000	100	40.942	92.376	0	-0.00536695383407204	TRUE
11:128900001-129000000	11	128900001	129000000	100	36.625	91.5871	0	0.0169589177843611	TRUE
11:129000001-129100000	11	129000001	129100000	100	36.401	81.6338	0	0.0368606032388484	TRUE
11:129100001-129200000	11	129100001	129200000	100	41.033	93.2828	0	-0.000406494868140039	TRUE
11:129200001-129300000	11	129200001	129300000	100	41.908	87.6106	0.221	-0.000374391932631113	TRUE
11:129300001-129400000	11	129300001	129400000	100	40.593	80.6531	0	-0.012380987590797	TRUE
11:129400001-129500000	11	129400001	129500000	100	43.598	90.0675	0	-0.00216416288064081	TRUE
11:129500001-129600000	11	129500001	129600000	100	42.069	81.7283	0	-0.0478841590376063	TRUE
11:129600001-129700000	11	129600001	129700000	100	42.655	74.6054	0	NA	TRUE
11:129700001-129800000	11	129700001	129800000	100	44.389	85.5676	0	-0.0103297096402844	TRUE
11:129800001-129900000	11	129800001	129900000	100	43.885	83.3067	0	-0.0049306084147856	TRUE
11:129900001-130000000	11	129900001	130000000	100	43.399	84.5488	0	-0.0185176431274083	TRUE
11:130000001-130100000	11	130000001	130100000	100	49.589	88.9808	0	0.00260541360910149	TRUE
11:130100001-130200000	11	130100001	130200000	100	40.07	82.2677	0	-0.0263025209457701	TRUE
11:130200001-130300000	11	130200001	130300000	100	46.407	86.8951	0	-0.029918934865065	TRUE
11:130300001-130400000	11	130300001	130400000	100	46.425	92.8469	0	-0.0518446244931681	TRUE
11:130400001-130500000	11	130400001	130500000	100	44.334	89.0452	0	0.004783543885438	TRUE
11:130500001-130600000	11	130500001	130600000	100	43.178	94.5088	0	-0.0184409479018057	TRUE
11:130600001-130700000	11	130600001	130700000	100	42.864	92.0435	0	0.00916005397350772	TRUE
11:130700001-130800000	11	130700001	130800000	100	42.634	93.8142	0	-0.013080501766732	TRUE
11:130800001-130900000	11	130800001	130900000	100	38.572	80.9477	0	0.0293869552384958	TRUE
11:130900001-131000000	11	130900001	131000000	100	42.838	93.8555	0	-0.0272415462848168	TRUE
11:131000001-131100000	11	131000001	131100000	100	43.396	96.416	0	-0.0258736054356155	TRUE
11:131100001-131200000	11	131100001	131200000	100	42.517	83.6116	0	-0.0014647241018102	TRUE
11:131200001-131300000	11	131200001	131300000	100	43.157	96.6053	0	-0.0182951238502177	TRUE
11:131300001-131400000	11	131300001	131400000	100	44.439	90.2963	0	0.00984683868602332	TRUE
11:131400001-131500000	11	131400001	131500000	100	44.533	96.7554	0	-0.0139689299775812	TRUE
11:131500001-131600000	11	131500001	131600000	100	45.055	95.4143	0	-0.0349644361429111	TRUE
11:131600001-131700000	11	131600001	131700000	100	41.686	95.0451	0	-0.0160380530527397	TRUE
11:131700001-131800000	11	131700001	131800000	100	42.84	96.2282	0	-0.00739306182044347	TRUE
11:131800001-131900000	11	131800001	131900000	100	41.248	96.889	0	-0.00723685888373532	TRUE
11:131900001-132000000	11	131900001	132000000	100	42.936	95.2492	0	0.0187796326700757	TRUE
11:132000001-132100000	11	132000001	132100000	100	43.027	96.3002	0	0.00630120740796447	TRUE
11:132100001-132200000	11	132100001	132200000	100	42.677	90.9591	0	0.0112738259731635	TRUE
11:132200001-132300000	11	132200001	132300000	100	42.196	87.8716	0	0.0173530100710469	TRUE
11:132300001-132400000	11	132300001	132400000	100	41.508	89.5396	0	0.0131567817411495	TRUE
11:132400001-132500000	11	132400001	132500000	100	39.928	97.2314	0	-0.0182676123970535	TRUE
11:132500001-132600000	11	132500001	132600000	100	40.56	96.1949	0	-0.0354924035726958	TRUE
11:132600001-132700000	11	132600001	132700000	100	40.494	92.7057	0	-0.0170824914792764	TRUE
11:132700001-132800000	11	132700001	132800000	100	41.141	96.4746	0	-0.0355322719239435	TRUE
11:132800001-132900000	11	132800001	132900000	100	42.643	96.2715	0	-0.0393177689185101	TRUE
11:132900001-133000000	11	132900001	133000000	100	43.637	95.7557	0	-0.0407276265928191	TRUE
11:133000001-133100000	11	133000001	133100000	100	43.349	96.8049	0	-0.0229751518283576	TRUE
11:133100001-133200000	11	133100001	133200000	100	42.158	94.5689	0	-0.0120806120976281	TRUE
11:133200001-133300000	11	133200001	133300000	100	42.006	96.0519	0	-0.037684720520894	TRUE
11:133300001-133400000	11	133300001	133400000	100	41.413	93.6807	0	-0.0347454967813364	TRUE
11:133400001-133500000	11	133400001	133500000	100	43.356	93.9773	0	-0.00321662829891123	TRUE
11:133500001-133600000	11	133500001	133600000	100	44.126	87.6391	0	-0.00720471856275029	TRUE
11:133600001-133700000	11	133600001	133700000	100	43.089	93.7842	0	-0.0487731909404485	TRUE
11:133700001-133800000	11	133700001	133800000	100	46.989	86.78	0	-0.0681835489182686	TRUE
11:133800001-133900000	11	133800001	133900000	100	52.541	94.2415	0	0.0154032200371553	TRUE
11:133900001-134000000	11	133900001	134000000	100	45.009	80.8676	0	-0.0308200219040112	TRUE
11:134000001-134100000	11	134000001	134100000	100	43.574	91.6289	0	-0.0348081224286441	TRUE
11:134100001-134200000	11	134100001	134200000	100	45.214	90.6459	0	-0.0541634521170127	TRUE
11:134200001-134300000	11	134200001	134300000	100	52.689	96.0014	0	-0.0365263368213766	TRUE
11:134300001-134400000	11	134300001	134400000	100	50.323	88.457	0	0.00816673172167248	TRUE
11:134400001-134500000	11	134400001	134500000	100	46.885	93.5013	0	-0.0624116775767526	TRUE
11:134500001-134600000	11	134500001	134600000	100	46.114	92.7774	0	-0.03455580985463	TRUE
11:134600001-134700000	11	134600001	134700000	100	44.6	94.817	0	-0.053236361616479	TRUE
11:134700001-134800000	11	134700001	134800000	100	45.072	91.8441	0	-0.0448092960087066	TRUE
11:134800001-134900000	11	134800001	134900000	100	44.734	74.8605	0	NA	TRUE
11:134900001-135000000	11	134900001	135000000	46.516	47.0268294780291	88.9345	0.869	0.0172894594918127	TRUE
11:135000001-135006516	11	135000001	135006516	0	NA	0	0	NA	FALSE
12:1-100000	12	1	100000	35.739	53.3394890735611	23.0534	1.011	NA	TRUE
12:100001-200000	12	100001	200000	54.261	46.7186376955825	57.9383	0	NA	TRUE
12:200001-300000	12	200001	300000	100	53.378	95.3146	0	0.00116492018660075	TRUE
12:300001-400000	12	300001	400000	100	46.795	93.3683	0	0.0185905865564441	TRUE
12:400001-500000	12	400001	500000	100	39.832	75.2503	0	0.0649695615141235	TRUE
12:500001-600000	12	500001	600000	100	45.157	82.2547	0.051	0.0126080852762693	TRUE
12:600001-700000	12	600001	700000	100	50.508	88.8608	0	0.0164944909088026	TRUE
12:700001-800000	12	700001	800000	100	46.157	82.1032	0	0.0310533187781585	TRUE
12:800001-900000	12	800001	900000	100	42.059	82.138	0	-0.0208625815988768	TRUE
12:900001-1000000	12	900001	1000000	100	37.45	89.5713	0	0.0444595752302681	TRUE
12:1000001-1100000	12	1000001	1100000	100	44.526	81.6859	0	-0.0131499077018518	TRUE
12:1100001-1200000	12	1100001	1200000	100	39.883	77.4333	0	0.0276491206752674	TRUE
12:1200001-1300000	12	1200001	1300000	100	38.497	87.1792	0	0.0370503756578691	TRUE
12:1300001-1400000	12	1300001	1400000	100	37.401	90.248	0	0.0528027279174235	TRUE
12:1400001-1500000	12	1400001	1500000	100	39.443	88.5368	0	0.0328250151842152	TRUE
12:1500001-1600000	12	1500001	1600000	100	40.952	90.3117	0	0.0161994056298769	TRUE
12:1600001-1700000	12	1600001	1700000	100	47.784	89.3729	0	-0.0107335588856214	TRUE
12:1700001-1800000	12	1700001	1800000	100	46.873	86.5115	0	-0.0375814289085187	TRUE
12:1800001-1900000	12	1800001	1900000	100	39.438	84.824	0	0.0079947705786122	TRUE
12:1900001-2000000	12	1900001	2000000	100	52.398	97.1682	0	-0.00276463459939574	TRUE
12:2000001-2100000	12	2000001	2100000	100	42.925	89.3698	0	-0.027658506382828	TRUE
12:2100001-2200000	12	2100001	2200000	100	43.951	95.159	0	-0.00542098191704904	TRUE
12:2200001-2300000	12	2200001	2300000	100	47.518	87.4909	0	0.0787130083875438	TRUE
12:2300001-2400000	12	2300001	2400000	100	46.89	96.8289	0	0.036382355705408	TRUE
12:2400001-2500000	12	2400001	2500000	100	47.028	98.0731	0	0.00401697663623779	TRUE
12:2500001-2600000	12	2500001	2600000	100	48.145	96.8573	0	0.0066485958389334	TRUE
12:2600001-2700000	12	2600001	2700000	100	48.512	96.0372	0	0.0217991105391935	TRUE
12:2700001-2800000	12	2700001	2800000	100	49.987	95.6076	0	0.00152102679533928	TRUE
12:2800001-2900000	12	2800001	2900000	100	44.9	81.9155	0	-0.0129910157539436	TRUE
12:2900001-3000000	12	2900001	3000000	100	49.218	83.2489	0	-0.010388012248619	TRUE
12:3000001-3100000	12	3000001	3100000	100	46.909	77.7834	0	-0.0271746106784158	TRUE
12:3100001-3200000	12	3100001	3200000	100	51.012	87.2673	0	-0.0400343116799654	TRUE
12:3200001-3300000	12	3200001	3300000	100	50.415	91.9695	0	-0.00644880011943288	TRUE
12:3300001-3400000	12	3300001	3400000	100	54.079	95.0723	0	0.00277743806866304	TRUE
12:3400001-3500000	12	3400001	3500000	100	50.227	97.2429	0	-0.0268258937762473	TRUE
12:3500001-3600000	12	3500001	3600000	100	45.462	82.697	0	0.024597253070901	TRUE
12:3600001-3700000	12	3600001	3700000	100	46.74	90.8781	0	0.0206983009290724	TRUE
12:3700001-3800000	12	3700001	3800000	100	47.098	96.1514	0	0.0106499538920033	TRUE
12:3800001-3900000	12	3800001	3900000	100	43.492	90.3535	0	0.0155113701639943	TRUE
12:3900001-4000000	12	3900001	4000000	100	39.376	85.905	0	0.0250884081786439	TRUE
12:4000001-4100000	12	4000001	4100000	100	43.409	89.3479	0	0.0330466673862441	TRUE
12:4100001-4200000	12	4100001	4200000	100	44.283	87.924	0	0.0489409820058974	TRUE
12:4200001-4300000	12	4200001	4300000	100	43.268	86.4177	0	0.0251351535694895	TRUE
12:4300001-4400000	12	4300001	4400000	100	45.949	95.4333	0	0.00421814487887762	TRUE
12:4400001-4500000	12	4400001	4500000	100	42.447	84.1848	0	0.0291532673447004	TRUE
12:4500001-4600000	12	4500001	4600000	100	42.967	92.174	0	0.0207659397010792	TRUE
12:4600001-4700000	12	4600001	4700000	100	38.541	87.4077	0	0.0566262179111197	TRUE
12:4700001-4800000	12	4700001	4800000	100	40.034	90.5594	0	0.0168472828485611	TRUE
12:4800001-4900000	12	4800001	4900000	100	41.974	90.2211	0	0.0115221437030845	TRUE
12:4900001-5000000	12	4900001	5000000	100	44.97	94.3232	0	0.018992123463352	TRUE
12:5000001-5100000	12	5000001	5100000	100	44.089	95.5817	0	0.026307227954783	TRUE
12:5100001-5200000	12	5100001	5200000	100	46.502	95.5309	0	0.0219411760026418	TRUE
12:5200001-5300000	12	5200001	5300000	100	42.288	90.3024	0	0.0463953570673105	TRUE
12:5300001-5400000	12	5300001	5400000	100	44.292	90.1309	0	0.0545169701720878	TRUE
12:5400001-5500000	12	5400001	5500000	100	40.635	94.7463	0	0.0156798303098316	TRUE
12:5500001-5600000	12	5500001	5600000	100	44.143	97.8937	0	-0.0155740058886062	TRUE
12:5600001-5700000	12	5600001	5700000	100	45.035	94.9345	0	-0.000131132314716342	TRUE
12:5700001-5800000	12	5700001	5800000	100	44.366	90.7632	0	0.0013203395630772	TRUE
12:5800001-5900000	12	5800001	5900000	100	42.617	92.8462	0	0.0366209784337314	TRUE
12:5900001-6000000	12	5900001	6000000	100	45.467	91.2677	0	0.046334730971985	TRUE
12:6000001-6100000	12	6000001	6100000	100	45.16	89.5249	0	-0.00550797668230912	TRUE
12:6100001-6200000	12	6100001	6200000	100	47.313	83.6207	0	-0.0376773075995859	TRUE
12:6200001-6300000	12	6200001	6300000	100	47.709	79.0228	0	0.0490148671553027	TRUE
12:6300001-6400000	12	6300001	6400000	100	49.987	83.8006	0	0.0522773603932667	TRUE
12:6400001-6500000	12	6400001	6500000	100	51.792	88.9367	0	0.0086611994230904	TRUE
12:6500001-6600000	12	6500001	6600000	100	46.476	79.4975	0	0.0142828317912123	TRUE
12:6600001-6700000	12	6600001	6700000	100	49.194	83.7072	0	0.00761094220691261	TRUE
12:6700001-6800000	12	6700001	6800000	100	49.434	83.4973	0	0.0325316074552586	TRUE
12:6800001-6900000	12	6800001	6900000	100	51.375	81.332	0	0.0264424211067098	TRUE
12:6900001-7000000	12	6900001	7000000	99.998	52.1370427408548	86.0757	0	-0.0118659337660807	TRUE
12:7000001-7100000	12	7000001	7100000	100	51.969	89.3405	0	0.000529382513481169	TRUE
12:7100001-7200000	12	7100001	7200000	89.876	44.9997774711825	83.6051	0	0.0207196012711189	TRUE
12:7200001-7300000	12	7200001	7300000	60.124	50.44740868871	94.4548	0	0.00918318938591478	TRUE
12:7300001-7400000	12	7300001	7400000	100	42.586	85.8351	0	-0.00162816450372888	TRUE
12:7400001-7500000	12	7400001	7500000	100	39.891	76.0477	0	0.0560904246841052	TRUE
12:7500001-7600000	12	7500001	7600000	100	35.948	86.5778	0	0.0028075003577237	TRUE
12:7600001-7700000	12	7600001	7700000	100	37.933	74.1605	0	0.0629035489051405	TRUE
12:7700001-7800000	12	7700001	7800000	100	40.054	72.8788	0	0.0222570484705792	TRUE
12:7800001-7900000	12	7800001	7900000	100	44.881	71.3909	0	-0.0107591859500458	TRUE
12:7900001-8000000	12	7900001	8000000	100	45.222	66.4692	0	-0.0664633937102094	TRUE
12:8000001-8100000	12	8000001	8100000	100	45.252	68.0164	0	-0.0754094233919876	TRUE
12:8100001-8200000	12	8100001	8200000	100	45.724	70.1957	0	-0.0143257635608365	TRUE
12:8200001-8300000	12	8200001	8300000	100	41.42	84.9954	0	-0.0214093035843456	TRUE
12:8300001-8400000	12	8300001	8400000	100	43.909	30.4854	0	NA	TRUE
12:8400001-8500000	12	8400001	8500000	100	45.647	20.2192	0	NA	TRUE
12:8500001-8600000	12	8500001	8600000	100	46.065	24.3785	0	NA	TRUE
12:8600001-8700000	12	8600001	8700000	100	37.929	83.2949	0	0.0147918666272996	TRUE
12:8700001-8800000	12	8700001	8800000	100	42.803	81.0142	0	-0.0127632558796966	TRUE
12:8800001-8900000	12	8800001	8900000	100	42.703	82.6305	0	-0.0317092230200189	TRUE
12:8900001-9000000	12	8900001	9000000	100	43.247	67.4824	0	NA	TRUE
12:9000001-9100000	12	9000001	9100000	100	43.486	81.4023	0	-0.00688316172292192	TRUE
12:9100001-9200000	12	9100001	9200000	100	39.766	83.0386	0	5.23492031241357e-05	TRUE
12:9200001-9300000	12	9200001	9300000	100	38.56	93.6747	0	-0.0270149716334998	TRUE
12:9300001-9400000	12	9300001	9400000	100	37.941	88.1837	0	0.0271281343418426	TRUE
12:9400001-9500000	12	9400001	9500000	100	44.455	70.9018	0	-0.0896110859361645	TRUE
12:9500001-9600000	12	9500001	9600000	100	47.516	62.1801	0	NA	TRUE
12:9600001-9700000	12	9600001	9700000	100	39.541	51.0484	0	NA	TRUE
12:9700001-9800000	12	9700001	9800000	100	38.547	64.799	0	-0.0726911315032626	TRUE
12:9800001-9900000	12	9800001	9900000	100	38.446	88.3343	0	0.0241621392366058	TRUE
12:9900001-10000000	12	9900001	10000000	100	36.671	89.6896	0	0.0103525419061891	TRUE
12:10000001-10100000	12	10000001	10100000	100	37.714	90.7511	0	0.00381746223960844	TRUE
12:10100001-10200000	12	10100001	10200000	100	38.657	85.3333	0	0.0137175076800614	TRUE
12:10200001-10300000	12	10200001	10300000	100	38.078	87.0257	0	0.00996845856295214	TRUE
12:10300001-10400000	12	10300001	10400000	100	41.985	80.1188	0	-0.00730381006464614	TRUE
12:10400001-10500000	12	10400001	10500000	100	37.238	81.1946	0	0.0417380812437582	TRUE
12:10500001-10600000	12	10500001	10600000	100	35.689	76.109	0	NA	TRUE
12:10600001-10700000	12	10600001	10700000	100	35.942	77.9513	0	-0.0218356228781281	TRUE
12:10700001-10800000	12	10700001	10800000	100	37.267	91.2919	0	0.0319656606600603	TRUE
12:10800001-10900000	12	10800001	10900000	100	38.856	90.3801	0	-0.00517812784101435	TRUE
12:10900001-11000000	12	10900001	11000000	100	35.571	94.2226	0	0.0223884104147721	TRUE
12:11000001-11100000	12	11000001	11100000	100	37.844	92.3708	0	-0.00676172220610544	TRUE
12:11100001-11200000	12	11100001	11200000	100	35.828	88.5828	0	-0.0306707268549318	TRUE
12:11200001-11300000	12	11200001	11300000	100	36.05	78.5725	0	NA	TRUE
12:11300001-11400000	12	11300001	11400000	100	37.034	88.778	0	0.023240307547388	TRUE
12:11400001-11500000	12	11400001	11500000	100	39.501	60.1936	0	NA	TRUE
12:11500001-11600000	12	11500001	11600000	100	40.101	67.4804	0	0.0373339898605702	TRUE
12:11600001-11700000	12	11600001	11700000	100	41.303	83.7473	0	0.014331071256987	TRUE
12:11700001-11800000	12	11700001	11800000	100	40.859	84.3637	0	0.0466210930333625	TRUE
12:11800001-11900000	12	11800001	11900000	100	43.4	94.7653	0	0.0454814460686138	TRUE
12:11900001-12000000	12	11900001	12000000	100	42.907	95.6173	0	0.0528482729873659	TRUE
12:12000001-12100000	12	12000001	12100000	100	42.249	84.8299	0	0.0542334174951293	TRUE
12:12100001-12200000	12	12100001	12200000	100	43.941	88.5266	0	0.0359249992960964	TRUE
12:12200001-12300000	12	12200001	12300000	100	42.63	81.516	0	0.0187209602894971	TRUE
12:12300001-12400000	12	12300001	12400000	100	38.293	89.2268	0	0.0407329158555074	TRUE
12:12400001-12500000	12	12400001	12500000	100	44.36	77.5318	0	0.00780804545343317	TRUE
12:12500001-12600000	12	12500001	12600000	100	42.004	80.0152	0	0.0247687407420073	TRUE
12:12600001-12700000	12	12600001	12700000	100	41.252	90.7952	0	0.0363699268446608	TRUE
12:12700001-12800000	12	12700001	12800000	100	42.301	82.7902	0	0.0150140631320835	TRUE
12:12800001-12900000	12	12800001	12900000	100	43.042	88.8062	0	0.00408155065027549	TRUE
12:12900001-13000000	12	12900001	13000000	100	43.254	84.3169	0	0.00608922915496324	TRUE
12:13000001-13100000	12	13000001	13100000	100	45.545	81.1654	0	0.0286959358092812	TRUE
12:13100001-13200000	12	13100001	13200000	100	42.875	90.3345	0	0.00114881235873826	TRUE
12:13200001-13300000	12	13200001	13300000	100	43.165	91.2213	0	0.0464442950657017	TRUE
12:13300001-13400000	12	13300001	13400000	100	42.782	96.0618	0	0.0304143046724061	TRUE
12:13400001-13500000	12	13400001	13500000	100	43.414	90.1895	0	0.0582549204222285	TRUE
12:13500001-13600000	12	13500001	13600000	100	41.622	87.3449	0	0.0403170744823322	TRUE
12:13600001-13700000	12	13600001	13700000	100	40.96	95.2657	0.389	0.0266249599057656	TRUE
12:13700001-13800000	12	13700001	13800000	100	41.694	95.9779	0	0.0168315162737348	TRUE
12:13800001-13900000	12	13800001	13900000	100	40.097	94.8122	0	0.0283568357105614	TRUE
12:13900001-14000000	12	13900001	14000000	100	39.818	95.1483	0	0.0447098162095372	TRUE
12:14000001-14100000	12	14000001	14100000	100	39.658	96.6406	0	0.0198573961961235	TRUE
12:14100001-14200000	12	14100001	14200000	100	40.163	88.3647	0	0.0230487469337326	TRUE
12:14200001-14300000	12	14200001	14300000	100	39.24	82.1624	0	0.0319282217185103	TRUE
12:14300001-14400000	12	14300001	14400000	100	41.93	79.2108	0	-0.0210319975254528	TRUE
12:14400001-14500000	12	14400001	14500000	100	43.289	74.5771	0	-0.0168244584269421	TRUE
12:14500001-14600000	12	14500001	14600000	100	37.121	87.5145	0	-0.00255640151255948	TRUE
12:14600001-14700000	12	14600001	14700000	100	37.94	87.4852	0	-0.00557019757255778	TRUE
12:14700001-14800000	12	14700001	14800000	100	40.092	86.7176	0	-0.0537071394122733	TRUE
12:14800001-14900000	12	14800001	14900000	100	39.676	83.9604	0	0.0141792740337665	TRUE
12:14900001-15000000	12	14900001	15000000	100	38.556	91.2835	0	-0.0106029988408107	TRUE
12:15000001-15100000	12	15000001	15100000	100	39.312	89.0414	0	0.0242146207202698	TRUE
12:15100001-15200000	12	15100001	15200000	100	38.538	93.7434	0	-0.00890123041044422	TRUE
12:15200001-15300000	12	15200001	15300000	100	35.873	91.3268	0	0.0229088438924367	TRUE
12:15300001-15400000	12	15300001	15400000	100	37.678	96.2502	0	0.0331832112204595	TRUE
12:15400001-15500000	12	15400001	15500000	100	36.761	94.3686	0	-0.0061025651974872	TRUE
12:15500001-15600000	12	15500001	15600000	100	36.887	92.4465	0	0.0245948620730492	TRUE
12:15600001-15700000	12	15600001	15700000	100	37.952	91.0286	0	0.00904651421228975	TRUE
12:15700001-15800000	12	15700001	15800000	100	37.942	94.0929	0	0.0233903576125378	TRUE
12:15800001-15900000	12	15800001	15900000	100	36.126	92.6503	0	0.0278959291187766	TRUE
12:15900001-16000000	12	15900001	16000000	100	37.878	91.6511	0	-0.00716725373865712	TRUE
12:16000001-16100000	12	16000001	16100000	100	38.587	86.9524	0	-0.0190620958737572	TRUE
12:16100001-16200000	12	16100001	16200000	100	39.05	91.2646	0	0.0108431395516245	TRUE
12:16200001-16300000	12	16200001	16300000	100	39.08	91.9119	0	-0.00481668677184816	TRUE
12:16300001-16400000	12	16300001	16400000	100	37.09	95.2506	0	0.0333887873001765	TRUE
12:16400001-16500000	12	16400001	16500000	100	37.417	93.1255	0	0.000761682585908807	TRUE
12:16500001-16600000	12	16500001	16600000	100	37.914	86.0867	0	-0.0145622393722275	TRUE
12:16600001-16700000	12	16600001	16700000	100	36.939	95.3243	0	0.028368971549608	TRUE
12:16700001-16800000	12	16700001	16800000	100	35.662	96.5729	0	-0.0267757785312345	TRUE
12:16800001-16900000	12	16800001	16900000	100	35.286	91.2351	0	0.0121600043278911	TRUE
12:16900001-17000000	12	16900001	17000000	100	35.492	91.8532	0	0.0375538059979391	TRUE
12:17000001-17100000	12	17000001	17100000	100	34.957	95.2682	0	0.0177080548419192	TRUE
12:17100001-17200000	12	17100001	17200000	100	36.286	83.7032	0	-0.00973404431687747	TRUE
12:17200001-17300000	12	17200001	17300000	100	35.658	88.0207	0	0.0230383327210769	TRUE
12:17300001-17400000	12	17300001	17400000	100	35.351	88.4499	0	0.0242809173536216	TRUE
12:17400001-17500000	12	17400001	17500000	100	35.404	91.4639	0	-0.0452413879297133	TRUE
12:17500001-17600000	12	17500001	17600000	100	35.274	94.3617	0	-0.0227209668086495	TRUE
12:17600001-17700000	12	17600001	17700000	100	35.998	91.965	0	-0.0428362392022099	TRUE
12:17700001-17800000	12	17700001	17800000	100	34.664	85.6158	0	-5.14415460706186e-06	TRUE
12:17800001-17900000	12	17800001	17900000	100	36.051	84.3578	0	-0.0176333103002607	TRUE
12:17900001-18000000	12	17900001	18000000	100	35.295	75.223	0	0.043513819830837	TRUE
12:18000001-18100000	12	18000001	18100000	100	35.437	85.6222	0	-0.00857127527779072	TRUE
12:18100001-18200000	12	18100001	18200000	100	35.907	84.0228	0	-0.0432275589938895	TRUE
